"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.064359650E2,3.612430096E-1,5.116069913E-1,-4.882430136E-1
2.064408961E2,3.367660046E-1,4.110769928E-1,-4.688630104E-1
2.064458272E2,3.562870026E-1,2.978970110E-1,-3.948090076E-1
2.064507580E2,3.466790020E-1,1.914210021E-1,-3.497509956E-1
2.064556891E2,2.922140062E-1,1.197030023E-1,-2.807939947E-1
2.064606202E2,2.528769970E-1,5.408700183E-2,-1.855369955E-1
2.064655512E2,1.657290012E-1,3.891500086E-2,-2.168300003E-1
2.064704822E2,2.522099949E-2,1.133259982E-1,-2.449380010E-1
2.064754133E2,-9.459000081E-2,1.164460033E-1,-2.701089978E-1
2.064803444E2,-2.508549988E-1,5.970500037E-2,-3.308160007E-1
2.064852755E2,-3.969050050E-1,6.693500280E-2,-2.858760059E-1
2.064902065E2,-4.820060134E-1,1.255020052E-1,-1.618240029E-1
2.064951376E2,-5.051289797E-1,1.873800009E-1,-6.898900121E-2
2.065000684E2,-5.313320160E-1,1.631679982E-1,2.108700015E-2
2.065049995E2,-5.986989737E-1,7.110200077E-2,6.994699687E-2
2.065099306E2,-6.129800081E-1,-7.293800265E-2,1.417859942E-1
2.065148617E2,-5.380809903E-1,-2.300730050E-1,3.822200000E-1
2.065197927E2,-4.490250051E-1,-3.861159980E-1,7.264909744E-1
2.065247238E2,-3.790790141E-1,-5.442079902E-1,1.067010045E0
2.065296549E2,-2.825630009E-1,-7.238410115E-1,1.375148058E0
2.065345859E2,-1.285669953E-1,-9.230229855E-1,1.665323019E0
2.065395170E2,-7.505600154E-2,-1.156180978E0,2.012231112E0
2.065444480E2,-1.409450024E-1,-1.385849953E0,2.335057974E0
2.065493789E2,-2.678180039E-1,-1.561081052E0,2.615025997E0
2.065543102E2,-4.689219892E-1,-1.615411997E0,2.934031963E0
2.065592413E2,-7.694370151E-1,-1.494878054E0,3.323693037E0
2.065641721E2,-1.135756969E0,-1.158092976E0,3.762775898E0
2.065691032E2,-1.526574969E0,-6.561980247E-1,3.981033087E0
2.065740343E2,-1.782655954E0,-1.971170008E-1,3.918315887E0
2.065789653E2,-1.744508028E0,7.564800233E-2,3.581002951E0
2.065838964E2,-1.339151025E0,1.081399992E-1,3.036345959E0
2.065888275E2,-7.500569820E-1,6.775400043E-2,2.457324028E0
2.065937585E2,-1.149339974E-1,-3.055099957E-2,2.054167986E0
2.065986896E2,5.016189814E-1,-7.501199841E-2,1.769294024E0
2.066036206E2,1.026345015E0,-1.451310068E-1,1.662588954E0
2.066085518E2,1.422111034E0,-2.300460041E-1,1.734171033E0
2.066134828E2,1.692986965E0,-4.047710001E-1,1.998605013E0
2.066184136E2,1.897963047E0,-6.334080100E-1,2.427474022E0
2.066233447E2,1.921911001E0,-9.644010067E-1,3.081101894E0
2.066282758E2,1.723441005E0,-1.223119020E0,3.768467903E0
2.066332069E2,1.384763956E0,-1.426874042E0,4.506701946E0
2.066381380E2,9.702280164E-1,-1.566565990E0,5.157085896E0
2.066430690E2,4.102630019E-1,-1.633298993E0,5.631169796E0
2.066480000E2,-1.495829970E-1,-1.572289944E0,5.827022076E0
2.066529311E2,-5.879470110E-1,-1.423117042E0,6.052968025E0
2.066578622E2,-7.581620216E-1,-1.344552040E0,6.133885860E0
2.066627930E2,-8.910279870E-1,-1.356405973E0,6.010083199E0
2.066677241E2,-9.995629787E-1,-1.318838954E0,5.353919029E0
2.066726554E2,-1.144258976E0,-1.127696991E0,4.140843868E0
2.066775865E2,-1.289463997E0,-8.145949841E-1,2.864017963E0
2.066825173E2,-1.363587976E0,-4.775809944E-1,1.767565966E0
2.066874484E2,-1.336292982E0,-3.045789897E-1,8.847510219E-1
2.066923795E2,-1.158475995E0,-3.327000141E-1,1.888509989E-1
2.066973105E2,-8.910290003E-1,-4.094170034E-1,-4.425129890E-1
2.067022416E2,-6.778299809E-1,-4.616970122E-1,-1.059772968E0
2.067071726E2,-6.159210205E-1,-4.481480122E-1,-1.634137988E0
2.067121037E2,-5.705279708E-1,-4.203400016E-1,-2.146485090E0
2.067170348E2,-4.968149960E-1,-4.432080090E-1,-2.443919897E0
2.067219659E2,-4.260979891E-1,-4.819670022E-1,-2.471561909E0
2.067268969E2,-4.941569865E-1,-5.157729983E-1,-2.390878916E0
2.067318280E2,-6.210849881E-1,-5.858520269E-1,-2.238734007E0
2.067367588E2,-7.214549780E-1,-7.247750163E-1,-2.034454107E0
2.067416899E2,-7.953510284E-1,-8.221920133E-1,-1.761044025E0
2.067466210E2,-8.902609944E-1,-9.266740084E-1,-1.435073972E0
2.067515521E2,-9.467459917E-1,-1.025295019E0,-1.118659973E0
2.067564831E2,-9.766070247E-1,-1.124287009E0,-8.163650036E-1
2.067614142E2,-1.042933941E0,-1.196807027E0,-5.732229948E-1
2.067663452E2,-1.117014050E0,-1.249439001E0,-3.507359922E-1
2.067712763E2,-1.060353994E0,-1.278602958E0,-1.707679927E-1
2.067762074E2,-9.790040255E-1,-1.306648016E0,-1.363359988E-1
2.067811385E2,-8.807600141E-1,-1.277565956E0,-2.235189974E-1
2.067860695E2,-7.406650186E-1,-1.253885031E0,-3.583579957E-1
2.067910004E2,-5.761820078E-1,-1.181519985E0,-5.673099756E-1
2.067959315E2,-3.934139907E-1,-1.073050022E0,-7.740229964E-1
2.068008626E2,-1.889470071E-1,-9.431390166E-1,-8.950099945E-1
2.068057936E2,2.008000016E-2,-8.202930093E-1,-1.045343041E0
2.068107246E2,2.006189972E-1,-6.247619987E-1,-1.169855952E0
2.068156557E2,4.145739973E-1,-4.826180041E-1,-1.225597024E0
2.068205868E2,5.728560090E-1,-3.832609951E-1,-1.413388968E0
2.068255178E2,6.132680178E-1,-2.858699858E-1,-1.644199014E0
2.068304489E2,6.623640060E-1,-1.483609974E-1,-1.841429949E0
2.068353800E2,6.495320201E-1,-4.536000080E-3,-2.026369095E0
2.068403108E2,6.063449979E-1,1.127529964E-1,-2.172597885E0
2.068452419E2,6.314550042E-1,1.946869940E-1,-2.378657103E0
2.068501730E2,7.015709877E-1,2.307330072E-1,-2.553946972E0
2.068551040E2,7.636730075E-1,2.384999990E-1,-2.698554993E0
2.068600351E2,8.036779761E-1,2.982200086E-1,-2.819525957E0
2.068649662E2,8.572409749E-1,3.828369975E-1,-2.947959900E0
2.068698973E2,8.707370162E-1,4.590820074E-1,-3.109888077E0
2.068748283E2,8.638070226E-1,5.440350175E-1,-3.202236891E0
2.068797594E2,8.814340234E-1,6.262069941E-1,-3.251422882E0
2.068846904E2,8.302590251E-1,6.894999743E-1,-3.316869020E0
2.068896215E2,7.379159927E-1,7.698349953E-1,-3.328860044E0
2.068945526E2,6.262840033E-1,8.599749804E-1,-3.292093039E0
2.068994834E2,5.373740196E-1,9.042540193E-1,-3.247613907E0
2.069044145E2,5.217580199E-1,9.644219875E-1,-3.202935934E0
2.069093456E2,4.934059978E-1,9.750379920E-1,-3.136639118E0
2.069142766E2,3.960039914E-1,9.892399907E-1,-3.022232056E0
2.069192077E2,3.330860138E-1,1.040184021E0,-2.824112892E0
2.069241388E2,3.998120129E-1,1.068047047E0,-2.650583982E0
2.069290698E2,4.340200126E-1,1.073508978E0,-2.463304043E0
2.069340009E2,5.019389987E-1,1.028856039E0,-2.260164022E0
2.069389320E2,6.110230088E-1,9.571670294E-1,-2.064378023E0
2.069438630E2,7.545710206E-1,9.699739814E-1,-1.893175960E0
2.069487941E2,8.307459950E-1,9.457520247E-1,-1.691347003E0
2.069537252E2,9.849830270E-1,9.013630152E-1,-1.509276986E0
2.069586563E2,1.039435983E0,8.391870260E-1,-1.389754057E0
2.069635874E2,1.118993998E0,7.477660179E-1,-1.304047942E0
2.069685184E2,1.224287033E0,7.010819912E-1,-1.151469946E0
2.069734493E2,1.283861995E0,7.112910151E-1,-8.844820261E-1
2.069783804E2,1.278648019E0,7.263270020E-1,-5.956770182E-1
2.069833114E2,1.210368991E0,7.668399811E-1,-3.062689900E-1
2.069882424E2,1.059591055E0,7.682690024E-1,-1.046359986E-1
2.069931735E2,8.067839742E-1,7.872329950E-1,3.110400029E-2
2.069981046E2,5.379880071E-1,8.018900156E-1,1.368100047E-1
2.070030354E2,2.853550017E-1,7.489659786E-1,2.096370012E-1
2.070079665E2,4.688499868E-2,6.349030137E-1,2.825370133E-1
2.070128976E2,-1.344719976E-1,4.848909974E-1,4.100140035E-1
2.070178287E2,-2.018920034E-1,3.305560052E-1,6.059439778E-1
2.070227597E2,-2.845929861E-1,2.122880071E-1,8.823500276E-1
2.070276908E2,-3.256979883E-1,8.935400099E-2,1.212839007E0
2.070326219E2,-3.323560059E-1,1.792199910E-2,1.513836026E0
2.070375530E2,-3.188399971E-1,-7.143200189E-2,1.840438962E0
2.070424840E2,-3.035199940E-1,-1.715279967E-1,2.176003933E0
2.070474151E2,-3.748520017E-1,-2.757090032E-1,2.427568913E0
2.070523461E2,-4.102610052E-1,-3.561060131E-1,2.662374973E0
2.070572772E2,-4.023739994E-1,-4.064059854E-1,2.904532909E0
2.070622081E2,-3.725860119E-1,-4.842970073E-1,3.053533077E0
2.070671392E2,-3.725889921E-1,-4.930340052E-1,3.138444901E0
2.070720705E2,-3.588989973E-1,-4.410499930E-1,3.157093048E0
2.070770013E2,-4.730220139E-1,-3.315419853E-1,3.119426012E0
2.070819324E2,-7.419250011E-1,-6.155899912E-2,3.107407093E0
2.070868635E2,-1.077330947E0,2.956489921E-1,3.097276926E0
2.070917945E2,-1.441872001E0,7.387660146E-1,3.055618048E0
2.070967256E2,-1.697267056E0,1.134232998E0,3.013153076E0
2.071016566E2,-1.842041969E0,1.301046968E0,3.012110949E0
2.071065877E2,-1.834285975E0,1.138144016E0,2.934068918E0
2.071115188E2,-1.670030951E0,6.807199717E-1,2.727673054E0
2.071164496E2,-1.257611036E0,1.625850052E-1,2.396831036E0
2.071213810E2,-7.338610291E-1,-2.842749953E-1,1.972205997E0
2.071263118E2,-3.198019862E-1,-5.269709826E-1,1.519144058E0
2.071312429E2,1.920500025E-2,-6.112110019E-1,1.188743949E0
2.071361742E2,2.948969901E-1,-6.981149912E-1,1.103263021E0
2.071411050E2,6.903020144E-1,-8.926339746E-1,1.343660951E0
2.071460361E2,1.088780046E0,-1.233600020E0,1.683246017E0
2.071509672E2,1.270787001E0,-1.632918954E0,2.077238083E0
2.071558982E2,1.132594943E0,-1.999032021E0,2.488184929E0
2.071608292E2,1.033202052E0,-2.269705057E0,3.005007982E0
2.071657603E2,9.916369915E-1,-2.338329077E0,3.508404970E0
2.071706914E2,7.978209853E-1,-2.281769037E0,3.941257954E0
2.071756225E2,5.207170248E-1,-2.212086916E0,4.318015099E0
2.071805535E2,2.545639873E-1,-2.197603941E0,4.578678131E0
2.071854844E2,5.017200112E-2,-2.248756886E0,4.660751820E0
2.071904155E2,-5.636399984E-2,-2.380115986E0,4.609370232E0
2.071953465E2,-1.599989980E-1,-2.481800079E0,4.329143047E0
2.072002775E2,-2.090660036E-1,-2.608017921E0,3.982100010E0
2.072052086E2,-2.076510042E-1,-2.651283979E0,3.546394110E0
2.072101398E2,-1.191349998E-1,-2.625580072E0,2.997760057E0
2.072150708E2,-2.497900091E-2,-2.585031986E0,2.460594893E0
2.072200019E2,9.170100093E-2,-2.533369064E0,1.973145962E0
2.072249329E2,2.925269902E-1,-2.503051996E0,1.505964994E0
2.072298640E2,4.422509968E-1,-2.456789017E0,1.057600021E0
2.072347951E2,5.098050237E-1,-2.360649109E0,6.666749716E-1
2.072397259E2,6.229550242E-1,-2.195476055E0,4.242900014E-1
2.072446570E2,6.139839888E-1,-1.956697941E0,1.918659955E-1
2.072495881E2,3.939470053E-1,-1.834918976E0,-1.514579952E-1
2.072545191E2,3.991799951E-1,-1.792490005E0,-5.037940145E-1
2.072594502E2,4.755190015E-1,-1.710631967E0,-7.119789720E-1
2.072643813E2,3.866640031E-1,-1.440727949E0,-7.706429958E-1
2.072693123E2,1.916680038E-1,-1.066993952E0,-8.016039729E-1
2.072742434E2,5.179100111E-2,-7.520350218E-1,-8.768929839E-1
2.072791745E2,2.658700012E-2,-4.979099929E-1,-1.015993953E0
2.072841053E2,5.221899971E-2,-3.015339971E-1,-1.228690982E0
2.072890366E2,5.037999898E-2,-1.299690008E-1,-1.464858055E0
2.072939675E2,9.782300144E-2,-3.248099983E-2,-1.724617958E0
2.072988985E2,1.937440038E-1,9.595499933E-2,-1.952972054E0
2.073038296E2,2.826659977E-1,2.358350009E-1,-2.178672075E0
2.073087607E2,4.020839930E-1,4.366030097E-1,-2.356277943E0
2.073136917E2,5.320839882E-1,6.640470028E-1,-2.493012905E0
2.073186228E2,7.048010230E-1,8.442879915E-1,-2.653717041E0
2.073235539E2,8.719900250E-1,1.001456022E0,-2.800120115E0
2.073284850E2,1.035879016E0,1.111788988E0,-3.054342031E0
2.073334160E2,1.208137035E0,1.223345995E0,-3.325424910E0
2.073383471E2,1.345760942E0,1.319929004E0,-3.591818094E0
2.073432779E2,1.418434978E0,1.466418028E0,-3.803102970E0
2.073482090E2,1.436696053E0,1.603750944E0,-3.961561918E0
2.073531401E2,1.456138968E0,1.647827983E0,-4.071055889E0
2.073580712E2,1.473706961E0,1.689514995E0,-4.222930908E0
2.073630022E2,1.449884057E0,1.661520958E0,-4.398038864E0
2.073679333E2,1.423328042E0,1.596750021E0,-4.548646927E0
2.073728643E2,1.373929977E0,1.539612055E0,-4.626874924E0
2.073777954E2,1.263502002E0,1.520887017E0,-4.529779911E0
2.073827265E2,1.121963978E0,1.463920951E0,-4.348655224E0
2.073876576E2,9.783489704E-1,1.318500042E0,-4.134276867E0
2.073925884E2,8.491839767E-1,1.166259050E0,-3.886903048E0
2.073975195E2,7.168059945E-1,1.037593961E0,-3.595483065E0
2.074024506E2,5.073639750E-1,8.999329805E-1,-3.287509918E0
2.074073816E2,3.086450100E-1,8.045480251E-1,-2.993999958E0
2.074123126E2,6.290999800E-2,7.220240235E-1,-2.597542048E0
2.074172437E2,-1.500760019E-1,6.582440138E-1,-2.203506947E0
2.074221748E2,-3.054290116E-1,6.167880297E-1,-1.790356040E0
2.074271059E2,-4.634859860E-1,5.173140168E-1,-1.358073950E0
2.074320369E2,-5.560730100E-1,4.233680069E-1,-1.017029047E0
2.074369680E2,-5.702919960E-1,3.521870077E-1,-8.150439858E-1
2.074418989E2,-5.309320092E-1,2.979030013E-1,-7.042139769E-1
2.074468299E2,-4.804939926E-1,2.575350106E-1,-7.178840041E-1
2.074517610E2,-3.670400083E-1,2.429900020E-1,-8.274369836E-1
2.074566921E2,-2.285690010E-1,2.521100044E-1,-9.801970124E-1
2.074616231E2,-5.076700076E-2,2.807399929E-1,-1.094871044E0
2.074665542E2,1.424490064E-1,2.428909987E-1,-1.143177032E0
2.074714853E2,3.602130115E-1,1.741050035E-1,-1.087252975E0
2.074764164E2,5.716599822E-1,1.298689991E-1,-9.678429961E-1
2.074813474E2,6.059399843E-1,1.127640009E-1,-8.106729984E-1
2.074862785E2,4.288089871E-1,1.130369976E-1,-6.222239733E-1
2.074912093E2,3.697809875E-1,2.740800008E-2,-2.669630051E-1
2.074961406E2,3.934549987E-1,2.565999981E-3,1.856780052E-1
2.075010717E2,3.733110130E-1,2.028200030E-2,7.216569781E-1
2.075060025E2,3.122780025E-1,3.126800060E-2,1.140202045E0
2.075109336E2,2.039159983E-1,6.277000159E-2,1.417767048E0
2.075158646E2,1.293729991E-1,1.652819961E-1,1.521183968E0
2.075207957E2,4.114099964E-2,1.682199985E-1,1.557932973E0
2.075257268E2,-6.564699858E-2,1.445090026E-1,1.568506002E0
2.075306578E2,-1.437010020E-1,1.235949993E-1,1.571823001E0
2.075355890E2,-2.310640067E-1,3.297400102E-2,1.577190995E0
2.075405197E2,-2.899599969E-1,-1.209120005E-1,1.617735028E0
2.075454511E2,-3.397519886E-1,-3.105309904E-1,1.674049020E0
2.075503819E2,-3.756139874E-1,-4.831889868E-1,1.765300035E0
2.075553132E2,-3.432660103E-1,-6.742230058E-1,1.953523040E0
2.075602441E2,-2.786050141E-1,-8.386440277E-1,2.140675068E0
2.075651752E2,-3.138909936E-1,-9.794690013E-1,2.387065887E0
2.075701062E2,-3.320010006E-1,-1.158779025E0,2.668726921E0
2.075750373E2,-3.917419910E-1,-1.315575957E0,2.935811996E0
2.075799683E2,-5.556430221E-1,-1.375448942E0,3.040627003E0
2.075848994E2,-7.352790236E-1,-1.337782979E0,3.292306900E0
2.075898305E2,-1.057314992E0,-1.110780954E0,3.756561995E0
2.075947616E2,-1.377138019E0,-7.365199924E-1,3.876249075E0
2.075996924E2,-1.433047056E0,-3.287320137E-1,3.806452990E0
2.076046235E2,-1.350288987E0,9.016899765E-2,3.527112007E0
2.076095546E2,-1.105445981E0,3.135820031E-1,3.037581921E0
2.076144856E2,-6.814270020E-1,4.490520060E-1,2.583772898E0
2.076194167E2,-2.421849966E-1,5.534880161E-1,2.287286997E0
2.076243477E2,1.164539978E-1,6.665509939E-1,2.030571938E0
2.076292788E2,5.036510229E-1,6.993479729E-1,1.815510035E0
2.076342099E2,9.186159968E-1,5.871760249E-1,1.684689045E0
2.076391410E2,1.309005022E0,3.945879936E-1,1.819797993E0
2.076440720E2,1.621023059E0,1.206139997E-1,2.297523022E0
2.076490031E2,1.727862954E0,-2.162200063E-1,2.986790895E0
2.076539342E2,1.621929049E0,-5.558410287E-1,3.821332932E0
2.076588650E2,1.373319983E0,-8.606960177E-1,4.610236168E0
2.076637961E2,1.058212996E0,-1.160334945E0,5.195872784E0
2.076687272E2,6.545299888E-1,-1.481122017E0,5.578471184E0
2.076736582E2,1.271740049E-1,-1.648587942E0,5.820123196E0
2.076785893E2,-4.634560049E-1,-1.656600952E0,6.006226063E0
2.076835204E2,-9.927759767E-1,-1.603273034E0,5.998066902E0
2.076884514E2,-1.477020979E0,-1.511818051E0,5.683263779E0
2.076933825E2,-1.848348022E0,-1.436018944E0,4.961627960E0
2.076983136E2,-2.112618923E0,-1.382665038E0,3.935024023E0
2.077032446E2,-2.217703104E0,-1.297258973E0,2.754041910E0
2.077081757E2,-2.263799906E0,-1.172508001E0,1.521453023E0
2.077131066E2,-2.217953920E0,-9.726259708E-1,4.356600046E-1
2.077180376E2,-2.023665905E0,-7.910749912E-1,-4.271329939E-1
2.077229687E2,-1.777215958E0,-6.257560253E-1,-1.057690978E0
2.077278997E2,-1.542976975E0,-5.462139845E-1,-1.607130051E0
2.077328308E2,-1.356068015E0,-5.880069733E-1,-2.114047050E0
2.077377619E2,-1.130499959E0,-6.585639715E-1,-2.492554903E0
2.077426930E2,-1.006410003E0,-7.513099909E-1,-2.714046955E0
2.077476240E2,-8.551359773E-1,-8.048859835E-1,-2.657181978E0
2.077525551E2,-7.246729732E-1,-8.714699745E-1,-2.369869947E0
2.077574862E2,-6.296780109E-1,-9.283480048E-1,-1.856729984E0
2.077624170E2,-6.085609794E-1,-1.005825043E0,-1.315829992E0
2.077673481E2,-6.002730131E-1,-1.143350959E0,-8.999750018E-1
2.077722792E2,-5.921369791E-1,-1.245651007E0,-6.780250072E-1
2.077772102E2,-5.769550204E-1,-1.335855007E0,-5.946440101E-1
2.077821412E2,-5.808830261E-1,-1.386891007E0,-6.064670086E-1
2.077870723E2,-5.383380055E-1,-1.395457029E0,-6.991819739E-1
2.077920034E2,-4.270249903E-1,-1.341662049E0,-8.369870186E-1
2.077969345E2,-4.079119861E-1,-1.262277961E0,-1.000352025E0
2.078018655E2,-3.691129982E-1,-1.186205983E0,-1.136734962E0
2.078067966E2,-2.977319956E-1,-1.113737941E0,-1.220067978E0
2.078117275E2,-2.440139949E-1,-1.040367007E0,-1.346135020E0
2.078166585E2,-1.373029947E-1,-9.452099800E-1,-1.541476011E0
2.078215896E2,-2.048699930E-2,-8.992599845E-1,-1.777441025E0
2.078265207E2,7.823500037E-2,-8.055739999E-1,-2.082591057E0
2.078314517E2,1.685609967E-1,-7.094389796E-1,-2.416249037E0
2.078363828E2,2.714110017E-1,-6.433309913E-1,-2.769072056E0
2.078413138E2,3.788830042E-1,-5.754839778E-1,-3.086194992E0
2.078462449E2,4.860109985E-1,-4.960969985E-1,-3.358108997E0
2.078511760E2,5.460789800E-1,-4.099830091E-1,-3.553469896E0
2.078561069E2,5.971760154E-1,-3.170099854E-1,-3.610080004E0
2.078610379E2,6.724500060E-1,-2.269120067E-1,-3.695596933E0
2.078659690E2,7.132539749E-1,-1.235949993E-1,-3.754657984E0
2.078709001E2,7.157750130E-1,-4.474399984E-2,-3.782329082E0
2.078758312E2,6.997939944E-1,1.729900017E-2,-3.821616888E0
2.078807622E2,7.190340161E-1,1.323249936E-1,-3.843856096E0
2.078856932E2,7.375159860E-1,2.635149956E-1,-3.896837950E0
2.078906243E2,7.594630122E-1,3.571479917E-1,-3.952023029E0
2.078955554E2,7.674949765E-1,4.800190032E-1,-3.908914089E0
2.079004865E2,8.172619939E-1,5.616080165E-1,-3.863714933E0
2.079054173E2,9.440069795E-1,6.546570063E-1,-3.793035984E0
2.079103484E2,1.092162967E0,7.660499811E-1,-3.694482088E0
2.079152795E2,1.136186957E0,8.716260195E-1,-3.674978018E0
2.079202105E2,1.128159046E0,9.651830196E-1,-3.655224085E0
2.079251416E2,1.171841979E0,1.005967975E0,-3.575890064E0
2.079300727E2,1.196138978E0,1.049615026E0,-3.494352102E0
2.079350037E2,1.250509977E0,1.035812974E0,-3.382261038E0
2.079399348E2,1.313020945E0,1.020635962E0,-3.211087942E0
2.079448658E2,1.341956019E0,1.034741044E0,-3.021231890E0
2.079497969E2,1.278076053E0,1.034446955E0,-2.721502066E0
2.079547278E2,1.116734982E0,1.014171004E0,-2.287858009E0
2.079596588E2,9.464880228E-1,9.414579868E-1,-1.727738976E0
2.079645899E2,7.625340223E-1,8.586609960E-1,-1.112944961E0
2.079695210E2,6.117110252E-1,7.195069790E-1,-5.345489979E-1
2.079744520E2,4.269680083E-1,5.652970076E-1,-1.864700019E-2
2.079793832E2,2.113810033E-1,4.688580036E-1,3.416340053E-1
2.079843142E2,1.726399921E-2,3.665660024E-1,5.752390027E-1
2.079892453E2,-1.082900017E-1,3.080559969E-1,7.084860206E-1
2.079941763E2,-1.943500042E-1,2.503499985E-1,7.532989979E-1
2.079991074E2,-2.409590036E-1,1.775570065E-1,7.334899902E-1
2.080040385E2,-2.600069940E-1,9.320999682E-2,7.111539841E-1
2.080089693E2,-2.129040062E-1,1.978999935E-2,7.484480143E-1
2.080139004E2,-1.654720008E-1,-1.345899981E-2,8.143140078E-1
2.080188315E2,-1.808129996E-1,-1.810000092E-2,9.878810048E-1
2.080237626E2,-3.171199858E-1,4.150899872E-2,1.245419979E0
2.080286936E2,-5.160800219E-1,7.701099664E-2,1.570209026E0
2.080336246E2,-6.794130206E-1,7.852700353E-2,1.926373959E0
2.080385558E2,-8.461560011E-1,8.582700044E-2,2.347640038E0
2.080434868E2,-1.037031054E0,4.650799930E-2,2.759655952E0
2.080484177E2,-1.169649959E0,-4.247200117E-2,3.040265083E0
2.080533487E2,-1.290488005E0,-6.805799901E-2,3.247098923E0
2.080582798E2,-1.379004002E0,-8.613499999E-2,3.267625093E0
2.080632109E2,-1.377321959E0,-1.204990000E-1,3.204559088E0
2.080681419E2,-1.265560985E0,-1.730590016E-1,3.048058987E0
2.080730730E2,-1.099406004E0,-2.241400033E-1,2.826708078E0
2.080780041E2,-9.170730114E-1,-2.376269996E-1,2.660206079E0
2.080829351E2,-7.207670212E-1,-2.231480032E-1,2.498298883E0
2.080878662E2,-6.043969989E-1,-1.949670017E-1,2.326817036E0
2.080927972E2,-5.191609859E-1,-2.283309996E-1,2.169609070E0
2.080977283E2,-4.266969860E-1,-2.512080073E-1,2.043415070E0
2.081026594E2,-4.944779873E-1,-2.211229950E-1,1.972530961E0
2.081075905E2,-5.203649998E-1,-8.698000014E-2,1.947450042E0
2.081125213E2,-5.335530043E-1,2.603049874E-1,1.978180051E0
2.081174524E2,-5.667160153E-1,7.395820022E-1,1.978906989E0
2.081223835E2,-4.870280027E-1,1.152933955E0,1.927855015E0
2.081273145E2,-2.502039969E-1,1.341266036E0,1.751538038E0
2.081322455E2,3.705200180E-2,1.251829028E0,1.555299997E0
2.081371767E2,2.873289883E-1,9.903929830E-1,1.409507990E0
2.081421077E2,5.170480013E-1,5.826150179E-1,1.297884941E0
2.081470388E2,7.256389856E-1,1.565459967E-1,1.165161967E0
2.081519698E2,8.028209805E-1,-2.488079965E-1,1.145601988E0
2.081569007E2,8.036860228E-1,-5.832440257E-1,1.310677052E0
2.081618318E2,7.660059929E-1,-8.294990063E-1,1.668828964E0
2.081667629E2,7.238979936E-1,-1.084336042E0,2.131731987E0
2.081716939E2,6.204980016E-1,-1.437289953E0,2.680483103E0
2.081766249E2,4.374949932E-1,-1.734900951E0,3.164644003E0
2.081815560E2,2.734589875E-1,-1.903224945E0,3.551085949E0
2.081864871E2,4.314300045E-2,-1.939648986E0,3.830554962E0
2.081914181E2,-1.980530024E-1,-1.867362022E0,3.945765018E0
2.081963492E2,-3.715910017E-1,-1.746287942E0,3.998087883E0
2.082012803E2,-3.854370117E-1,-1.605517983E0,4.056283951E0
2.082062114E2,-2.489250004E-1,-1.464712024E0,4.038710117E0
2.082111422E2,-6.328000128E-2,-1.380457997E0,3.758373022E0
2.082160733E2,2.579979897E-1,-1.410645962E0,3.188513041E0
2.082210044E2,5.850470066E-1,-1.469380975E0,2.491668940E0
2.082259354E2,8.743090034E-1,-1.521121979E0,1.863947988E0
2.082308664E2,1.059502959E0,-1.601523995E0,1.283661008E0
2.082357975E2,1.238741040E0,-1.647492051E0,8.633090258E-1
2.082407286E2,1.370262027E0,-1.626608968E0,7.348200083E-1
2.082456597E2,1.509130001E0,-1.606402993E0,8.048850298E-1
2.082505907E2,1.511533976E0,-1.597115040E0,8.558909893E-1
2.082555216E2,1.478410006E0,-1.526435971E0,8.688420057E-1
2.082604527E2,1.299981952E0,-1.485564947E0,7.864990234E-1
2.082653837E2,1.044942021E0,-1.418179989E0,6.281819940E-1
2.082703148E2,7.970970273E-1,-1.336729050E0,4.441620111E-1
2.082752459E2,4.898360074E-1,-1.225304961E0,3.182820082E-1
2.082801769E2,1.492349952E-1,-1.063802958E0,2.649259865E-1
2.082851080E2,-1.065990031E-1,-9.406300187E-1,1.953459978E-1
2.082900391E2,-2.085749954E-1,-8.394889832E-1,9.975399822E-2
2.082949702E2,-2.483890057E-1,-7.392399907E-1,-1.057090014E-1
2.082999010E2,-3.092289865E-1,-6.025769711E-1,-4.448960125E-1
2.083048321E2,-2.987200022E-1,-4.557110071E-1,-9.250710011E-1
2.083097632E2,-1.805319935E-1,-3.007589877E-1,-1.469781041E0
2.083146942E2,3.281000070E-3,-1.886900067E-1,-2.009768009E0
2.083196252E2,2.042869925E-1,-1.361069977E-1,-2.420680046E0
2.083245563E2,4.758720100E-1,-5.201299861E-2,-2.733767986E0
2.083294874E2,7.185800076E-1,4.668699950E-2,-2.999183893E0
2.083344185E2,8.545470238E-1,1.343159974E-1,-3.175940990E0
2.083393496E2,9.850710034E-1,2.230090052E-1,-3.328624010E0
2.083442804E2,1.082645059E0,3.522669971E-1,-3.476198912E0
2.083492115E2,1.074273944E0,4.627250135E-1,-3.623192072E0
2.083541426E2,1.014155984E0,6.015959978E-1,-3.676059008E0
2.083590736E2,9.220020175E-1,6.801099777E-1,-3.689973116E0
2.083640047E2,8.368719816E-1,7.888969779E-1,-3.675220013E0
2.083689357E2,7.149450183E-1,8.717759848E-1,-3.636183977E0
2.083738668E2,5.650560260E-1,9.216669798E-1,-3.596857071E0
2.083787979E2,4.363040030E-1,9.840450287E-1,-3.459151030E0
2.083837290E2,2.914989889E-1,1.020732999E0,-3.290215015E0
