"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.614874375E1,-6.149889827E-1,-1.744389057E0,4.191539764E0
3.615367483E1,-6.739910245E-1,-1.787336946E0,4.088306904E0
3.615860597E1,-6.358709931E-1,-1.718068957E0,3.861454010E0
3.616353705E1,-5.666729808E-1,-1.556568980E0,3.546698093E0
3.616846812E1,-5.360180140E-1,-1.371798992E0,3.064919949E0
3.617339920E1,-3.838219941E-1,-1.309496999E0,2.492316008E0
3.617833051E1,-2.285320014E-1,-1.333564043E0,1.780776978E0
3.618326135E1,-1.000540033E-1,-1.342036009E0,1.126458049E0
3.618819242E1,5.489000119E-3,-1.335818052E0,5.699260235E-1
3.619312373E1,1.932889968E-1,-1.313719988E0,8.934400231E-2
3.619805481E1,2.056860030E-1,-1.305428982E0,-3.628470004E-1
3.620298588E1,2.626799941E-1,-1.335304976E0,-7.867050171E-1
3.620791696E1,2.179789990E-1,-1.317226052E0,-9.880310297E-1
3.621284809E1,9.763699770E-2,-1.245012999E0,-8.971350193E-1
3.621777917E1,-6.634099782E-2,-1.174774051E0,-6.932460070E-1
3.622271025E1,-2.155620009E-1,-1.181409001E0,-4.364379942E-1
3.622764133E1,-3.491179943E-1,-1.210713029E0,-1.481470019E-1
3.623257241E1,-5.791900158E-1,-1.204009056E0,1.333819926E-1
3.623750350E1,-7.505069971E-1,-1.193259954E0,4.201110005E-1
3.624243480E1,-7.965099812E-1,-1.245939970E0,7.455250025E-1
3.624736565E1,-8.067309856E-1,-1.259035945E0,1.071882010E0
3.625229697E1,-8.323659897E-1,-1.196342945E0,1.295807958E0
3.625722805E1,-8.462229967E-1,-1.137658000E0,1.395794034E0
3.626215913E1,-8.931940198E-1,-1.151522040E0,1.381466031E0
3.626709021E1,-8.529099822E-1,-1.191992044E0,1.214362025E0
3.627202129E1,-7.983340025E-1,-1.216043949E0,9.781649709E-1
3.627695236E1,-6.667389870E-1,-1.223533988E0,6.271960139E-1
3.628188345E1,-4.746490121E-1,-1.176632047E0,3.096449971E-1
3.628681460E1,-3.060719967E-1,-1.010292053E0,1.821699925E-2
3.629174568E1,-1.044979990E-1,-8.137440085E-1,-2.137310058E-1
3.629667675E1,5.453300104E-2,-6.156730056E-1,-4.292150140E-1
3.630160783E1,2.061209977E-1,-4.967600107E-1,-6.521379948E-1
3.630653914E1,3.170329928E-1,-3.880159855E-1,-8.990399837E-1
3.631147022E1,3.260639906E-1,-2.629980147E-1,-1.109931946E0
3.631640129E1,3.644469976E-1,-1.100070029E-1,-1.299224973E0
3.632133234E1,3.485159874E-1,4.906300083E-2,-1.459712982E0
3.632626349E1,3.070169985E-1,2.611710131E-1,-1.620121956E0
3.633119449E1,2.377219945E-1,4.306719899E-1,-1.785186052E0
3.633612565E1,2.356379926E-1,5.367349982E-1,-1.993257046E0
3.634105672E1,2.804999948E-1,6.441100240E-1,-2.186990023E0
3.634598780E1,2.852199972E-1,7.578470111E-1,-2.198873997E0
3.635091888E1,2.233040035E-1,8.515949845E-1,-2.318614006E0
3.635584996E1,2.258179933E-1,8.684689999E-1,-2.560638905E0
3.636078105E1,2.962810099E-1,9.206990004E-1,-2.798202038E0
3.636571213E1,3.596859872E-1,9.941539764E-1,-2.978724003E0
3.637064343E1,3.665019870E-1,1.032253981E0,-3.197851896E0
3.637557452E1,3.981750011E-1,1.083068967E0,-3.479506016E0
3.638050560E1,4.075179994E-1,1.154306054E0,-3.672735929E0
3.638543668E1,4.592190087E-1,1.196841002E0,-3.815856934E0
3.639036782E1,4.726119936E-1,1.245049953E0,-3.872879028E0
3.639529890E1,4.558799863E-1,1.320804954E0,-3.889169931E0
3.640022990E1,3.843100071E-1,1.412503004E0,-3.835810900E0
3.640516098E1,3.352150023E-1,1.433091998E0,-3.778203011E0
3.641009213E1,2.553189993E-1,1.411972046E0,-3.691199064E0
3.641502319E1,1.850499958E-1,1.353461981E0,-3.546313047E0
3.641995427E1,7.081899792E-2,1.318889976E0,-3.429574013E0
3.642488534E1,-5.615599826E-2,1.286929011E0,-3.271636963E0
3.642981642E1,-1.196210012E-1,1.211853027E0,-2.958194017E0
3.643474750E1,-1.328909993E-1,1.149731040E0,-2.671382904E0
3.643967879E1,-1.231700033E-1,1.048282981E0,-2.351563931E0
3.644460986E1,-1.354919970E-1,1.010648012E0,-2.041636944E0
3.644954102E1,-1.714580059E-1,9.898610115E-1,-1.786882997E0
3.645447202E1,-1.554680020E-1,9.612659812E-1,-1.637675047E0
3.645940318E1,-1.610150039E-1,9.201580286E-1,-1.526888013E0
3.646433425E1,-1.638099998E-1,8.691779971E-1,-1.409026027E0
3.646926534E1,-7.968199998E-2,8.182889819E-1,-1.229357958E0
3.647419642E1,6.063999981E-2,7.513189912E-1,-9.834640026E-1
3.647912750E1,1.879419982E-1,6.844570041E-1,-7.718260288E-1
3.648405880E1,2.789059877E-1,6.171669960E-1,-6.493750215E-1
3.648898988E1,2.852270007E-1,5.443099737E-1,-6.421319842E-1
3.649392094E1,3.324410021E-1,4.639169872E-1,-6.713250279E-1
3.649885201E1,3.182489872E-1,4.099679887E-1,-6.531100273E-1
3.650378311E1,2.415959984E-1,3.240390122E-1,-5.539309978E-1
3.650871418E1,2.116360068E-1,2.703329921E-1,-3.738780022E-1
3.651364533E1,2.180909961E-1,2.268860042E-1,-1.225700006E-1
3.651857634E1,2.225680053E-1,1.911100000E-1,2.550840080E-1
3.652350742E1,2.112179995E-1,1.672150046E-1,6.179689765E-1
3.652843857E1,1.873729974E-1,1.494120061E-1,9.136540294E-1
3.653336966E1,1.214009970E-1,9.715600312E-2,1.214153051E0
3.653830074E1,-2.530200034E-2,7.877399772E-2,1.471968055E0
3.654323205E1,-1.687390059E-1,8.655799925E-2,1.785330057E0
3.654816312E1,-2.854430079E-1,2.764599957E-2,2.053556919E0
3.655309420E1,-3.784199953E-1,-5.273199826E-2,2.216732025E0
3.655802528E1,-4.223760068E-1,-1.755139977E-1,2.387201071E0
3.656295636E1,-5.147449970E-1,-3.049440086E-1,2.481264114E0
3.656788744E1,-5.257539749E-1,-4.647850096E-1,2.544159889E0
3.657281849E1,-6.524749994E-1,-5.012750030E-1,2.612185001E0
3.657774957E1,-8.735759854E-1,-3.926430047E-1,2.534951925E0
3.658268072E1,-8.255379796E-1,-4.374899864E-1,2.582284927E0
3.658761180E1,-7.590730190E-1,-4.928019941E-1,2.729979038E0
3.659254288E1,-7.977179885E-1,-3.811959922E-1,2.889940023E0
3.659747397E1,-8.077489734E-1,-1.595129967E-1,3.129306078E0
3.660240504E1,-8.906959891E-1,1.842810065E-1,3.338304996E0
3.660733635E1,-9.157350063E-1,5.749499798E-1,3.447485924E0
3.661226721E1,-8.935009837E-1,8.490440249E-1,3.549966097E0
3.661719852E1,-8.160870075E-1,9.726070166E-1,3.427517891E0
3.662212961E1,-7.015810013E-1,8.798159957E-1,3.240086079E0
3.662706069E1,-6.008089781E-1,6.430879831E-1,3.030428886E0
3.663199176E1,-4.079050124E-1,2.721669972E-1,2.817217112E0
3.663692285E1,-1.781190038E-1,-6.505600363E-2,2.495057106E0
3.664185392E1,7.837999612E-3,-3.294579983E-1,2.122184992E0
3.664678507E1,2.331569940E-1,-6.605370045E-1,1.822646976E0
3.665171616E1,4.746370018E-1,-1.112995028E0,1.553190947E0
3.665664723E1,6.616250277E-1,-1.644271970E0,1.414363980E0
3.666157828E1,8.116840124E-1,-2.046534061E0,1.341547012E0
3.666650936E1,9.393640161E-1,-2.377279043E0,1.457373023E0
3.667144041E1,1.032762051E0,-2.610649109E0,1.834321976E0
3.667637149E1,1.056596994E0,-2.709084034E0,2.281831026E0
3.668130280E1,1.044494033E0,-2.718488932E0,2.730067968E0
3.668623386E1,9.468659759E-1,-2.741117001E0,3.212757111E0
3.669116493E1,9.088900089E-1,-2.757790089E0,3.710803032E0
3.669609601E1,8.855190277E-1,-2.751168966E0,4.063691139E0
3.670102709E1,8.433359861E-1,-2.708626986E0,4.311954975E0
3.670595816E1,9.016749859E-1,-2.653070927E0,4.338010788E0
3.671088930E1,1.041025043E0,-2.632955074E0,4.131958961E0
3.671582038E1,1.235298991E0,-2.645445108E0,3.717434883E0
3.672075170E1,1.460415006E0,-2.602320910E0,3.185363054E0
3.672568277E1,1.665148973E0,-2.530385017E0,2.659939051E0
3.673061362E1,1.826614022E0,-2.405462027E0,2.232254982E0
3.673554470E1,1.924664021E0,-2.286583900E0,1.825834036E0
3.674047578E1,1.930230975E0,-2.158993006E0,1.428920031E0
3.674540709E1,1.847605944E0,-1.991569042E0,1.012972951E0
3.675033817E1,1.669090033E0,-1.852988005E0,5.488929749E-1
3.675526924E1,1.391806006E0,-1.679487944E0,1.887439936E-1
3.676020032E1,1.107836962E0,-1.502894998E0,-8.220800012E-2
3.676513139E1,8.817999959E-1,-1.283398986E0,-2.424490005E-1
3.677006247E1,7.438820004E-1,-1.097280979E0,-3.663290143E-1
3.677499355E1,6.457660198E-1,-9.486500025E-1,-5.712490082E-1
3.677992470E1,5.426449776E-1,-8.529239893E-1,-8.380669951E-1
3.678485578E1,4.514229894E-1,-7.318109870E-1,-1.063822985E0
3.678978686E1,4.212409854E-1,-5.902870297E-1,-1.294095039E0
3.679471793E1,4.605759978E-1,-4.709199965E-1,-1.390102029E0
3.679964923E1,5.677890182E-1,-3.827489913E-1,-1.438166022E0
3.680458031E1,6.101139784E-1,-1.735360026E-1,-1.557826996E0
3.680951138E1,6.521480083E-1,7.393199950E-2,-1.679604053E0
3.681444245E1,7.333610058E-1,2.300399989E-1,-1.767717004E0
3.681937352E1,8.288260102E-1,3.713989854E-1,-1.827007055E0
3.682430460E1,9.639599919E-1,4.437099993E-1,-1.857143998E0
3.682923568E1,1.147953987E0,5.226219893E-1,-1.930438042E0
3.683416683E1,1.308444977E0,6.265509725E-1,-1.989433050E0
3.683909792E1,1.368738055E0,7.236229777E-1,-2.025170088E0
3.684402900E1,1.459543943E0,7.401599884E-1,-2.128027916E0
3.684896007E1,1.544993997E0,7.649049759E-1,-2.175877094E0
3.685389116E1,1.575958014E0,8.348150253E-1,-2.235599995E0
3.685882224E1,1.451076031E0,9.320489764E-1,-2.304477930E0
3.686375354E1,1.300760031E0,9.926289916E-1,-2.356108904E0
3.686868465E1,1.146360040E0,1.008072972E0,-2.376178980E0
3.687361573E1,9.432719946E-1,1.016736984E0,-2.402930021E0
3.687854682E1,7.460119724E-1,1.023043990E0,-2.477058887E0
3.688347790E1,5.498790145E-1,1.047711015E0,-2.584105015E0
3.688840898E1,3.293060064E-1,1.027315974E0,-2.690546036E0
3.689334015E1,1.572809964E-1,1.033558965E0,-2.758099079E0
3.689827123E1,2.511000028E-3,1.060857058E0,-2.913566113E0
3.690320230E1,-1.349139959E-1,1.069367051E0,-3.046819925E0
3.690813338E1,-1.870069951E-1,1.066300035E0,-3.246500015E0
3.691306446E1,-1.976909935E-1,1.022137046E0,-3.452920914E0
3.691799552E1,-1.561570019E-1,9.781889915E-1,-3.671010017E0
3.692292683E1,-1.305429935E-1,9.352939725E-1,-3.855273008E0
3.692785791E1,-4.849699885E-2,9.018229842E-1,-3.967698097E0
3.693278897E1,-2.564699948E-2,9.020540118E-1,-4.027391911E0
3.693772005E1,-2.497700043E-2,8.871330023E-1,-4.044064999E0
3.694265112E1,-1.035400014E-2,8.564490080E-1,-3.946156979E0
3.694758221E1,8.235800266E-2,7.701129913E-1,-3.698477030E0
3.695251329E1,1.251329929E-1,6.228479743E-1,-3.401840925E0
3.695744436E1,1.286959946E-1,5.196200013E-1,-3.019711971E0
3.696237553E1,1.593299955E-1,4.056290090E-1,-2.552098989E0
3.696730653E1,1.593890041E-1,2.986989915E-1,-2.015578032E0
3.697223768E1,1.500580013E-1,1.758940071E-1,-1.477017045E0
3.697716876E1,1.779720038E-1,6.664499640E-2,-9.817889929E-1
3.698209984E1,1.950339973E-1,9.697999805E-3,-5.272600055E-1
3.698703093E1,2.084390074E-1,-5.839699879E-2,-1.923020035E-1
3.699196200E1,2.492219955E-1,-6.640099734E-2,2.050199918E-2
3.699689331E1,2.294470072E-1,-4.704299942E-2,1.164320037E-1
3.700182437E1,2.418179959E-1,-7.361800224E-2,1.120399982E-1
3.700675545E1,2.294629961E-1,-1.124980003E-1,2.891499922E-2
3.701168651E1,1.648599952E-1,-9.465599805E-2,-8.488400280E-2
3.701661759E1,1.453409940E-1,-7.440900058E-2,-1.361660063E-1
3.702154867E1,1.279429942E-1,-3.006999940E-2,-2.015469968E-1
3.702647974E1,1.270429939E-1,6.406199932E-2,-2.785530090E-1
3.703141089E1,1.075209975E-1,1.205350012E-1,-3.145610094E-1
3.703634197E1,1.026709974E-1,1.145289987E-1,-3.840039968E-1
3.704127305E1,8.626399934E-2,9.001500160E-2,-4.606409967E-1
3.704620412E1,4.665999860E-2,8.570399880E-2,-4.989970028E-1
3.705113518E1,3.815200180E-2,6.660000235E-2,-4.346359968E-1
3.705606626E1,-7.961999625E-3,8.962800354E-2,-3.152900040E-1
3.706099734E1,-1.028050035E-1,1.541080028E-1,-1.647100002E-1
3.706592841E1,-1.679469943E-1,1.699330062E-1,4.954999778E-3
3.707085972E1,-1.970240027E-1,1.846020073E-1,2.128140032E-1
3.707579079E1,-2.616010010E-1,1.747390032E-1,4.684030116E-1
3.708072194E1,-3.380520046E-1,1.734340042E-1,7.142779827E-1
3.708565302E1,-3.768489957E-1,1.729439944E-1,9.384509921E-1
3.709058400E1,-3.931779861E-1,1.022370011E-1,1.224506021E0
3.709551508E1,-3.639740050E-1,-3.342900053E-2,1.442973971E0
3.710044623E1,-3.135870099E-1,-1.840929985E-1,1.605810046E0
3.710537731E1,-2.444649935E-1,-3.193629980E-1,1.693941951E0
3.711030837E1,-1.565780044E-1,-4.725739956E-1,1.690588951E0
3.711523945E1,-6.099999882E-4,-5.984269977E-1,1.679443955E0
3.712017052E1,4.631999880E-2,-6.775519848E-1,1.726670980E0
3.712510162E1,1.942900009E-2,-7.234309912E-1,1.782382011E0
3.713003269E1,-1.773799956E-2,-6.893069744E-1,1.783434987E0
3.713496378E1,-1.047879979E-1,-5.788300037E-1,1.859408975E0
3.713989486E1,-4.008409977E-1,-3.108069897E-1,1.934473038E0
3.714482617E1,-6.652110219E-1,1.049949974E-1,2.027944088E0
3.714975723E1,-9.160000086E-1,6.146140099E-1,2.168560028E0
3.715468838E1,-1.062006950E0,1.051254034E0,2.123732090E0
3.715961945E1,-1.032259941E0,1.342947006E0,1.969408989E0
3.716455052E1,-1.157413960E0,1.673526049E0,1.643754959E0
3.716948160E1,-1.103175998E0,1.715669990E0,1.346771955E0
3.717441268E1,-8.272259831E-1,1.522650003E0,1.098459005E0
3.717934375E1,-4.239349961E-1,1.031419992E0,8.686519861E-1
3.718427484E1,1.483339965E-1,2.634249926E-1,6.749110222E-1
3.718920614E1,6.364070177E-1,-5.648009777E-1,4.762369990E-1
3.719413722E1,9.621919990E-1,-1.262838960E0,4.032889903E-1
3.719906830E1,1.136278987E0,-1.813135028E0,5.794460177E-1
3.720399938E1,1.221732974E0,-2.252784967E0,1.034250021E0
3.720893048E1,1.136219025E0,-2.605437040E0,1.682469010E0
3.721386156E1,8.754320145E-1,-2.869254112E0,2.508196115E0
3.721879263E1,5.919449925E-1,-3.073962927E0,3.428289890E0
3.722372378E1,2.251510024E-1,-3.125757933E0,4.378717899E0
3.722865478E1,-3.123340011E-1,-3.000241041E0,5.225838184E0
3.723358594E1,-9.130839705E-1,-2.829634905E0,5.737452030E0
3.723851702E1,-1.299258947E0,-2.740890980E0,6.164978981E0
3.724344810E1,-1.667611957E0,-2.514328957E0,6.237861156E0
3.724837918E1,-1.988569975E0,-2.270508051E0,5.747321129E0
3.725331026E1,-2.198318005E0,-2.116092920E0,4.839506149E0
3.725824157E1,-2.256913900E0,-2.000813007E0,3.815500975E0
3.726317262E1,-2.241039038E0,-1.928408980E0,2.732228994E0
3.726810370E1,-2.027358055E0,-1.852198005E0,1.736492991E0
3.727303477E1,-1.714794040E0,-1.772943020E0,8.050050139E-1
3.727796586E1,-1.475834966E0,-1.702689052E0,-9.723999538E-3
3.728289693E1,-1.333544016E0,-1.608373046E0,-6.957359910E-1
3.728782811E1,-1.226866007E0,-1.503733993E0,-1.158601046E0
3.729275919E1,-1.066393018E0,-1.444023967E0,-1.471382022E0
3.729769027E1,-9.467269778E-1,-1.287417054E0,-1.607460022E0
3.730262138E1,-9.110599756E-1,-1.106596947E0,-1.537727952E0
3.730755245E1,-9.404079914E-1,-9.471110106E-1,-1.307340026E0
3.731248353E1,-9.648000002E-1,-8.187569976E-1,-9.497050047E-1
3.731741460E1,-1.039214969E0,-6.985939741E-1,-6.152169704E-1
3.732234568E1,-1.145691037E0,-6.558009982E-1,-3.180299997E-1
3.732727675E1,-1.194409013E0,-6.313689947E-1,-6.061200052E-2
3.733220806E1,-1.257562995E0,-6.323609948E-1,1.171049997E-1
3.733713914E1,-1.293478966E0,-5.726889968E-1,2.428600043E-1
3.734207019E1,-1.274732947E0,-4.917249978E-1,2.255059928E-1
3.734700126E1,-1.188667059E0,-3.950310051E-1,1.581619978E-1
3.735193234E1,-1.049000025E0,-2.878339887E-1,4.052399844E-2
3.735686342E1,-8.592280149E-1,-2.058050036E-1,-1.970600039E-1
3.736179457E1,-6.200739741E-1,-1.609950066E-1,-4.338540137E-1
3.736672565E1,-3.318740129E-1,-1.217890009E-1,-6.787080169E-1
3.737165672E1,-3.567599878E-2,-6.889899820E-2,-9.006170034E-1
3.737658780E1,2.940970063E-1,-5.391199887E-2,-1.092597008E0
3.738151888E1,6.517170072E-1,2.738299966E-2,-1.233276010E0
3.738644996E1,9.402040243E-1,1.103349999E-1,-1.382302999E0
3.739138104E1,1.193387032E0,1.483249962E-1,-1.530064940E0
3.739631210E1,1.323091984E0,2.055159956E-1,-1.692788959E0
3.740124317E1,1.404577971E0,2.369869947E-1,-1.784096003E0
3.740617449E1,1.484982014E0,2.342029959E-1,-1.811300993E0
3.741110557E1,1.537637949E0,2.352550030E-1,-1.822314024E0
3.741603664E1,1.497513056E0,2.816529870E-1,-1.831094027E0
3.742096771E1,1.408697009E0,3.227590024E-1,-1.942792058E0
3.742589878E1,1.265625954E0,3.490949869E-1,-2.046992064E0
3.743082993E1,1.118450999E0,3.866469860E-1,-2.105386019E0
3.743576124E1,9.507870078E-1,4.233050048E-1,-2.220846891E0
3.744069201E1,7.056559920E-1,4.983600080E-1,-2.462297916E0
3.744562316E1,4.812740088E-1,5.598940253E-1,-2.664534092E0
3.745055424E1,3.799340129E-1,5.504789948E-1,-2.813741922E0
3.745548531E1,2.774659991E-1,5.238969922E-1,-2.932274103E0
3.746041662E1,1.744920015E-1,5.940700173E-1,-3.089021921E0
3.746534746E1,1.093290001E-1,6.632300019E-1,-3.188210964E0
3.747027877E1,5.583599955E-2,7.670959830E-1,-3.234586000E0
3.747520986E1,1.663899980E-2,8.608970046E-1,-3.287993908E0
3.748014094E1,-2.223600075E-2,9.404730201E-1,-3.317298889E0
3.748507200E1,-4.142799973E-2,1.023048997E0,-3.274610996E0
3.749000315E1,-6.419599801E-2,1.054553986E0,-3.195833921E0
3.749493423E1,-4.122700170E-2,1.022735953E0,-3.105247974E0
3.749986529E1,6.118999794E-3,9.708840251E-1,-3.002724886E0
3.750479636E1,3.604499996E-2,9.084389806E-1,-2.959969044E0
3.750972744E1,7.269000262E-2,8.496249914E-1,-2.926697016E0
3.751465849E1,1.266350001E-1,8.139200211E-1,-2.769087076E0
3.751958957E1,1.873210073E-1,7.426059842E-1,-2.602332115E0
3.752452065E1,1.887979954E-1,6.857680082E-1,-2.387996912E0
3.752945196E1,1.928450018E-1,6.663709879E-1,-2.092561960E0
3.753438304E1,1.730120033E-1,6.904919744E-1,-1.687224030E0
3.753931411E1,1.572860032E-1,7.353140116E-1,-1.272536993E0
3.754424519E1,1.126229987E-1,7.501929998E-1,-9.106500149E-1
3.754917628E1,6.515999883E-2,7.394639850E-1,-5.656359792E-1
3.755410736E1,5.506400019E-2,7.472280264E-1,-3.020769954E-1
3.755903844E1,1.833599992E-2,7.513539791E-1,-9.109500051E-2
3.756396959E1,-9.008999914E-3,7.351099849E-1,3.140399978E-2
3.756890067E1,-1.995600015E-2,6.869940162E-1,1.156449988E-1
3.757383176E1,-1.977399923E-2,6.546999812E-1,2.070769966E-1
3.757876283E1,5.709999823E-4,6.028969884E-1,2.385360003E-1
3.758369389E1,5.572000053E-3,5.039079785E-1,1.525039971E-1
3.758862519E1,5.127999932E-3,4.555200040E-1,1.238429993E-1
3.759355604E1,1.774000004E-3,3.942329884E-1,1.524499953E-1
3.759848736E1,-1.639999973E-4,3.513689935E-1,2.238750011E-1
3.760341844E1,-6.893999875E-2,3.012129962E-1,3.094590008E-1
3.760834951E1,-1.213560030E-1,2.276770025E-1,4.425739944E-1
3.761328057E1,-1.385490000E-1,1.008180007E-1,5.368559957E-1
3.761821165E1,-1.674930006E-1,-7.337900251E-2,5.515779853E-1
3.762314274E1,-2.262849957E-1,-2.135549933E-1,6.784250140E-1
3.762807381E1,-2.505300045E-1,-3.222999871E-1,9.197930098E-1
3.763300496E1,-2.806960046E-1,-4.307590127E-1,1.251793027E0
3.763793607E1,-3.822390139E-1,-4.995169938E-1,1.674762011E0
3.764286714E1,-4.608609974E-1,-5.540660024E-1,2.119553089E0
3.764779845E1,-5.325989723E-1,-5.958790183E-1,2.502607107E0
3.765272928E1,-6.420840025E-1,-6.566119790E-1,2.749856949E0
3.765766036E1,-7.604690194E-1,-6.944180131E-1,2.966795921E0
3.766259144E1,-8.121500015E-1,-7.458260059E-1,3.122241974E0
3.766752275E1,-8.342419863E-1,-7.382529974E-1,3.209024906E0
3.767245360E1,-8.376899958E-1,-6.774709821E-1,3.186352968E0
3.767738491E1,-8.924120069E-1,-5.051159859E-1,3.044703960E0
3.768231599E1,-9.301239848E-1,-2.747940123E-1,2.886951923E0
3.768724707E1,-9.401620030E-1,1.812599972E-2,2.708147049E0
3.769217813E1,-9.971740246E-1,3.570089936E-1,2.546519041E0
3.769710921E1,-1.118649960E0,7.109959722E-1,2.325341940E0
3.770204027E1,-1.223976970E0,8.399090171E-1,2.027411938E0
3.770697135E1,-1.166618943E0,7.011770010E-1,1.896206975E0
3.771190250E1,-1.158159018E0,5.047979951E-1,1.627346039E0
3.771683350E1,-1.227491021E0,2.508629858E-1,1.167886019E0
3.772176466E1,-1.114375949E0,-1.325320005E-1,8.920969963E-1
3.772669574E1,-8.048570156E-1,-6.039090157E-1,7.868810296E-1
3.773162682E1,-3.984610140E-1,-1.142359018E0,7.828969955E-1
3.773655789E1,2.146800049E-2,-1.589833021E0,8.830639720E-1
3.774148898E1,3.366009891E-1,-2.039926052E0,1.155096054E0
3.774642029E1,6.252480149E-1,-2.507829905E0,1.563527942E0
3.775135137E1,8.497509956E-1,-2.976572990E0,2.185657024E0
3.775628244E1,1.017812967E0,-3.325207949E0,2.897664070E0
3.776121352E1,1.110100985E0,-3.464237928E0,3.443862915E0
3.776614460E1,1.078169942E0,-3.421106100E0,4.008966923E0
3.777107567E1,9.217839837E-1,-3.342111111E0,4.597782135E0
3.777600675E1,7.955309749E-1,-3.322257042E0,4.944127083E0
3.778093789E1,7.001199722E-1,-3.386548996E0,4.982796192E0
3.778586897E1,6.625220180E-1,-3.518563986E0,4.720366001E0
3.779080005E1,6.933770180E-1,-3.558130026E0,4.292699814E0
3.779573115E1,7.992569804E-1,-3.493166924E0,3.790246964E0
3.780066223E1,9.783840179E-1,-3.351849079E0,3.255737066E0
3.780559330E1,1.056437969E0,-3.142592907E0,2.706748962E0
3.781052461E1,1.100244999E0,-2.927221060E0,2.144572973E0
3.781545569E1,1.200423956E0,-2.756361961E0,1.581143975E0
3.782038677E1,1.258460045E0,-2.607341051E0,1.076637983E0
3.782531785E1,1.260084033E0,-2.393591881E0,5.500310063E-1
3.783024893E1,1.165660977E0,-2.116746902E0,7.700899988E-2
3.783518000E1,1.051323056E0,-1.832532048E0,-2.810580134E-1
3.784011108E1,8.495209813E-1,-1.560186028E0,-3.879339993E-1
3.784504223E1,6.608589888E-1,-1.303859949E0,-3.838639855E-1
3.784997330E1,4.981459975E-1,-1.082633972E0,-3.765679896E-1
3.785490438E1,3.690609932E-1,-9.032819867E-1,-4.402779937E-1
3.785983547E1,2.713870108E-1,-6.431649923E-1,-5.511350036E-1
3.786476654E1,1.959660053E-1,-3.794369996E-1,-6.756330132E-1
3.786969762E1,2.243729979E-1,-1.194479987E-1,-7.182559967E-1
3.787462869E1,3.259400129E-1,7.327199727E-2,-7.079020143E-1
3.787955976E1,5.077840090E-1,2.606410086E-1,-6.615909934E-1
3.788449084E1,7.225999832E-1,4.275349975E-1,-6.169480085E-1
3.788942215E1,8.442490101E-1,5.259749889E-1,-5.552949905E-1
3.789435323E1,9.365969896E-1,6.670799851E-1,-5.318179727E-1
3.789928433E1,1.036571980E0,7.478809953E-1,-5.610280037E-1
3.790421541E1,1.116469026E0,8.230640292E-1,-5.928019881E-1
3.790914648E1,1.191941977E0,8.946369886E-1,-6.344559789E-1
3.791407756E1,1.203070998E0,9.622110128E-1,-7.458729744E-1
3.791900871E1,1.281728983E0,9.607840180E-1,-8.690770268E-1
3.792393979E1,1.322602034E0,9.813820124E-1,-1.083770037E0
3.792887078E1,1.209270000E0,1.000005960E0,-1.418264985E0
3.793380193E1,1.107349992E0,1.042711973E0,-1.805423975E0
3.793873300E1,1.040413022E0,1.027933002E0,-2.151832104E0
3.794366407E1,9.193419814E-1,9.810659885E-1,-2.495543957E0
3.794859538E1,7.971259952E-1,9.451540112E-1,-2.706403017E0
3.795352622E1,6.372290254E-1,8.911399841E-1,-2.847660065E0
3.795845729E1,4.476540089E-1,9.091719985E-1,-2.971904993E0
3.796338837E1,2.456469983E-1,9.441559911E-1,-3.067116976E0
3.796831968E1,3.855299950E-2,9.040070176E-1,-3.099764109E0
3.797325076E1,-1.827570051E-1,8.630980253E-1,-3.127273083E0
3.797818183E1,-3.989660144E-1,8.595169783E-1,-3.087378979E0
3.798311290E1,-5.294139981E-1,8.282960057E-1,-2.988148928E0
3.798804398E1,-6.775460243E-1,8.457649946E-1,-2.838006020E0
3.799297505E1,-8.078160286E-1,9.174979925E-1,-2.651281118E0
3.799790613E1,-9.038450122E-1,8.806300163E-1,-2.535794973E0
3.800283728E1,-9.401729703E-1,9.031149745E-1,-2.467629910E0
3.800776835E1,-9.506959915E-1,9.133039713E-1,-2.394140005E0
3.801269942E1,-9.456340075E-1,9.092649817E-1,-2.329766035E0
3.801763075E1,-8.995640278E-1,9.213410020E-1,-2.298537970E0
3.802256160E1,-8.086500168E-1,8.834909797E-1,-2.331752062E0
3.802749290E1,-6.067079902E-1,8.764600158E-1,-2.365235090E0
3.803242374E1,-4.206399918E-1,8.461580276E-1,-2.401469946E0
3.803735505E1,-2.124850005E-1,7.515209913E-1,-2.455051899E0
3.804228613E1,7.553599775E-2,6.203600168E-1,-2.500127077E0
3.804721721E1,3.336310089E-1,4.680570066E-1,-2.532000065E0
3.805214828E1,5.944719911E-1,3.682090044E-1,-2.474215031E0
3.805707935E1,7.831010222E-1,3.105419874E-1,-2.446223974E0
3.806201042E1,9.290040135E-1,2.642320096E-1,-2.299499035E0
3.806694150E1,1.033262014E0,2.500559986E-1,-2.031429052E0
3.807187258E1,1.073562980E0,2.716470063E-1,-1.725478053E0
3.807680373E1,9.768710136E-1,3.344979882E-1,-1.426435947E0
3.808173474E1,8.418239951E-1,3.928369880E-1,-1.071969986E0
3.808666589E1,7.463179827E-1,3.990640044E-1,-7.125480175E-1
3.809159697E1,7.219690084E-1,4.119819999E-1,-4.058730006E-1
3.809652804E1,6.503530145E-1,4.118430018E-1,-1.445119977E-1
